Date,"Close Price"
"2017-10-28 00:00:00",5732.82
"2017-10-29 00:00:00",6140.53
"2017-10-30 00:00:00",6121.8
"2017-10-31 00:00:00",6447.67
"2017-11-01 00:00:00",6750.17
"2017-11-02 00:00:00",7030
"2017-11-03 00:00:00",7161.45
"2017-11-04 00:00:00",7387
"2017-11-05 00:00:00",7382.45
"2017-11-06 00:00:00",6958.21
"2017-11-07 00:00:00",7118.8
"2017-11-08 00:00:00",7458.79
"2017-11-09 00:00:00",7146.78
"2017-11-10 00:00:00",6570.31
"2017-11-11 00:00:00",6337
"2017-11-12 00:00:00",5857.32
"2017-11-13 00:00:00",6517.68
"2017-11-14 00:00:00",6598.77
"2017-11-15 00:00:00",7279
"2017-11-16 00:00:00",7843.94
"2017-11-17 00:00:00",7689.91
"2017-11-18 00:00:00",7776.94
"2017-11-19 00:00:00",8033.94
"2017-11-20 00:00:00",8238.2
"2017-11-21 00:00:00",8095.59
"2017-11-22 00:00:00",8230.69
"2017-11-23 00:00:00",8002.64
"2017-11-24 00:00:00",8201.46
"2017-11-25 00:00:00",8763.78
"2017-11-26 00:00:00",9326.59
"2017-11-27 00:00:00",9739.05
"2017-11-28 00:00:00",9908.23
"2017-11-29 00:00:00",9816.35
"2017-11-30 00:00:00",9916.54
"2017-12-01 00:00:00",10859.56
"2017-12-02 00:00:00",10895.01
"2017-12-03 00:00:00",11180.89
"2017-12-04 00:00:00",11616.85
"2017-12-05 00:00:00",11696.06
"2017-12-06 00:00:00",13708.99
"2017-12-07 00:00:00",16858.02
"2017-12-08 00:00:00",16057.14
"2017-12-09 00:00:00",14913.4
"2017-12-10 00:00:00",15036.96
"2017-12-11 00:00:00",16699.68
"2017-12-12 00:00:00",17178.1
"2017-12-13 00:00:00",16407.2
"2017-12-14 00:00:00",16531.08
"2017-12-15 00:00:00",17601.94
"2017-12-16 00:00:00",19343.04
"2017-12-17 00:00:00",19086.64
"2017-12-18 00:00:00",18960.52
"2017-12-19 00:00:00",17608.35
"2017-12-20 00:00:00",16454.72
"2017-12-21 00:00:00",15561.05
"2017-12-22 00:00:00",13857.14
"2017-12-23 00:00:00",14548.71
"2017-12-24 00:00:00",13975.44
"2017-12-25 00:00:00",13917.03
"2017-12-26 00:00:00",15745.26
"2017-12-27 00:00:00",15378.28
"2017-12-28 00:00:00",14428.76
"2017-12-29 00:00:00",14427.87
"2017-12-30 00:00:00",12629.81
"2017-12-31 00:00:00",13860.14
"2018-01-01 00:00:00",13412.44
"2018-01-02 00:00:00",14740.76
"2018-01-03 00:00:00",15134.65
"2018-01-04 00:00:00",15155.23
"2018-01-05 00:00:00",16937.17
"2018-01-06 00:00:00",17135.84
"2018-01-07 00:00:00",16178.49
"2018-01-08 00:00:00",14970.36
"2018-01-09 00:00:00",14439.47
"2018-01-10 00:00:00",14890.72
"2018-01-11 00:00:00",13287.26
"2018-01-12 00:00:00",13812.71
"2018-01-13 00:00:00",14188.78
"2018-01-14 00:00:00",13619.03
"2018-01-15 00:00:00",13585.9
"2018-01-16 00:00:00",11348.02
"2018-01-17 00:00:00",11141.25
"2018-01-18 00:00:00",11250.65
"2018-01-19 00:00:00",11514.92
"2018-01-20 00:00:00",12759.64
"2018-01-21 00:00:00",11522.86
"2018-01-22 00:00:00",10772.15
"2018-01-23 00:00:00",10839.83
"2018-01-24 00:00:00",11399.52
"2018-01-25 00:00:00",11137.24
"2018-01-26 00:00:00",11090.06
"2018-01-27 00:00:00",11407.15
"2018-01-28 00:00:00",11694.47
"2018-01-29 00:00:00",11158.39
"2018-01-30 00:00:00",10035
"2018-01-31 00:00:00",10166.51
"2018-02-01 00:00:00",9052.58
"2018-02-02 00:00:00",8827.63
"2018-02-03 00:00:00",9224.39
"2018-02-04 00:00:00",8186.65
"2018-02-05 00:00:00",6914.26
"2018-02-06 00:00:00",7700.39
"2018-02-07 00:00:00",7581.8
"2018-02-08 00:00:00",8237.24
"2018-02-09 00:00:00",8689.84
"2018-02-10 00:00:00",8556.61
"2018-02-11 00:00:00",8070.8
"2018-02-12 00:00:00",8891.21
"2018-02-13 00:00:00",8516.24
"2018-02-14 00:00:00",9477.84
"2018-02-15 00:00:00",10016.49
"2018-02-16 00:00:00",10178.71
"2018-02-17 00:00:00",11092.15
"2018-02-18 00:00:00",10396.63
"2018-02-19 00:00:00",11159.72
"2018-02-20 00:00:00",11228.24
"2018-02-21 00:00:00",10456.17
"2018-02-22 00:00:00",9830.43
"2018-02-23 00:00:00",10149.46
"2018-02-24 00:00:00",9682.38
"2018-02-25 00:00:00",9586.46
"2018-02-26 00:00:00",10313.08
"2018-02-27 00:00:00",10564.42
"2018-02-28 00:00:00",10309.64
"2018-03-01 00:00:00",10907.59
"2018-03-02 00:00:00",11019.52
"2018-03-03 00:00:00",11438.65
"2018-03-04 00:00:00",11479.73
"2018-03-05 00:00:00",11432.98
"2018-03-06 00:00:00",10709.53
"2018-03-07 00:00:00",9906.8
"2018-03-08 00:00:00",9299.28
"2018-03-09 00:00:00",9237.05
"2018-03-10 00:00:00",8787.16
"2018-03-11 00:00:00",9532.74
"2018-03-12 00:00:00",9118.27
"2018-03-13 00:00:00",9144.15
"2018-03-14 00:00:00",8196.9
"2018-03-15 00:00:00",8256.99
"2018-03-16 00:00:00",8269.33
"2018-03-17 00:00:00",7862.11
"2018-03-18 00:00:00",8196.02
"2018-03-19 00:00:00",8594.19
"2018-03-20 00:00:00",8915.9
"2018-03-21 00:00:00",8895.4
"2018-03-22 00:00:00",8712.89
"2018-03-23 00:00:00",8918.74
"2018-03-24 00:00:00",8535.89
"2018-03-25 00:00:00",8449.83
"2018-03-26 00:00:00",8138.34
"2018-03-27 00:00:00",7790.16
"2018-03-28 00:00:00",7937.2
"2018-03-29 00:00:00",7086.49
"2018-03-30 00:00:00",6844.32
"2018-03-31 00:00:00",6926.02
"2018-04-01 00:00:00",6816.74
"2018-04-02 00:00:00",7049.79
"2018-04-03 00:00:00",7417.89
"2018-04-04 00:00:00",6789.3
"2018-04-05 00:00:00",6774.75
"2018-04-06 00:00:00",6620.41
"2018-04-07 00:00:00",6896.28
"2018-04-08 00:00:00",7022.71
"2018-04-09 00:00:00",6773.94
"2018-04-10 00:00:00",6830.9
"2018-04-11 00:00:00",6939.55
"2018-04-12 00:00:00",7916.37
"2018-04-13 00:00:00",7889.23
"2018-04-14 00:00:00",8003.68
"2018-04-15 00:00:00",8357.04
"2018-04-16 00:00:00",8051.34
"2018-04-17 00:00:00",7890.15
"2018-04-18 00:00:00",8163.69
"2018-04-19 00:00:00",8273.74
"2018-04-20 00:00:00",8863.5
"2018-04-21 00:00:00",8917.6
"2018-04-22 00:00:00",8792.83
"2018-04-23 00:00:00",8938.3
"2018-04-24 00:00:00",9652.16
"2018-04-25 00:00:00",8864.09
"2018-04-26 00:00:00",9279
"2018-04-27 00:00:00",8978.33
"2018-04-28 00:00:00",9342.47
"2018-04-29 00:00:00",9392.03
"2018-04-30 00:00:00",9244.32
"2018-05-01 00:00:00",9067.71
"2018-05-02 00:00:00",9219.86
"2018-05-03 00:00:00",9734.67
"2018-05-04 00:00:00",9692.72
"2018-05-05 00:00:00",9826.6
"2018-05-06 00:00:00",9619.14
"2018-05-07 00:00:00",9362.53
"2018-05-08 00:00:00",9180.16
"2018-05-09 00:00:00",9306
"2018-05-10 00:00:00",9014.61
"2018-05-11 00:00:00",8406.17
"2018-05-12 00:00:00",8467.66
"2018-05-13 00:00:00",8688.03
"2018-05-14 00:00:00",8675.21
"2018-05-15 00:00:00",8474.24
"2018-05-16 00:00:00",8340.3
"2018-05-17 00:00:00",8058.6
"2018-05-18 00:00:00",8240.72
"2018-05-19 00:00:00",8234.15
"2018-05-20 00:00:00",8520.81
"2018-05-21 00:00:00",8395.23
"2018-05-22 00:00:00",7983.52
"2018-05-23 00:00:00",7502.56
"2018-05-24 00:00:00",7578.69
"2018-05-25 00:00:00",7460.69
"2018-05-26 00:00:00",7334.16
"2018-05-27 00:00:00",7344.97
"2018-05-28 00:00:00",7105.67
"2018-05-29 00:00:00",7460.58
"2018-05-30 00:00:00",7375.67
"2018-05-31 00:00:00",7487.19
"2018-06-01 00:00:00",7518.24
"2018-06-02 00:00:00",7636.19
"2018-06-03 00:00:00",7711.36
"2018-06-04 00:00:00",7490.59
"2018-06-05 00:00:00",7616.89
"2018-06-06 00:00:00",7655.98
"2018-06-07 00:00:00",7688
"2018-06-08 00:00:00",7616.1
"2018-06-09 00:00:00",7497.34
"2018-06-10 00:00:00",6765.8
"2018-06-11 00:00:00",6877.18
"2018-06-12 00:00:00",6548.33
"2018-06-13 00:00:00",6299.52
"2018-06-14 00:00:00",6637.74
"2018-06-15 00:00:00",6410.72
"2018-06-16 00:00:00",6485.87
"2018-06-17 00:00:00",6443.67
"2018-06-18 00:00:00",6709.48
"2018-06-19 00:00:00",6737.41
"2018-06-20 00:00:00",6758.38
"2018-06-21 00:00:00",6717.2
"2018-06-22 00:00:00",6053.9
"2018-06-23 00:00:00",6170.56
"2018-06-24 00:00:00",6150.19
"2018-06-25 00:00:00",6247.47
"2018-06-26 00:00:00",6074.92
"2018-06-27 00:00:00",6132.56
"2018-06-28 00:00:00",5848.26
"2018-06-29 00:00:00",6203.9
"2018-06-30 00:00:00",6387.31
"2018-07-01 00:00:00",6347.86
"2018-07-02 00:00:00",6613.27
"2018-07-03 00:00:00",6504.93
"2018-07-04 00:00:00",6584.77
"2018-07-05 00:00:00",6531.2
"2018-07-06 00:00:00",6600.99
"2018-07-07 00:00:00",6755.56
"2018-07-08 00:00:00",6704.18
"2018-07-09 00:00:00",6664.21
"2018-07-10 00:00:00",6302.49
"2018-07-11 00:00:00",6381.87
"2018-07-12 00:00:00",6245.63
"2018-07-13 00:00:00",6217.61
"2018-07-14 00:00:00",6247.23
"2018-07-15 00:00:00",6349.04
"2018-07-16 00:00:00",6726.4
"2018-07-17 00:00:00",7314.94
"2018-07-18 00:00:00",7378.76
"2018-07-19 00:00:00",7470.82
"2018-07-20 00:00:00",7330.54
"2018-07-21 00:00:00",7404.29
"2018-07-22 00:00:00",7396.29
"2018-07-23 00:00:00",7717.5
"2018-07-24 00:00:00",8397.63
"2018-07-25 00:00:00",8166.76
"2018-07-26 00:00:00",7929.61
"2018-07-27 00:00:00",8183.02
"2018-07-28 00:00:00",8229.96
"2018-07-29 00:00:00",8215.56
"2018-07-30 00:00:00",8168
"2018-07-31 00:00:00",7726.89
"2018-08-01 00:00:00",7603.75
"2018-08-02 00:00:00",7535.02
"2018-08-03 00:00:00",7415.56
"2018-08-04 00:00:00",7009.09
"2018-08-05 00:00:00",7026.99
"2018-08-06 00:00:00",6937.07
"2018-08-07 00:00:00",6717.21
"2018-08-08 00:00:00",6280.58
"2018-08-09 00:00:00",6537.9
"2018-08-10 00:00:00",6143.3
"2018-08-11 00:00:00",6233.38
"2018-08-12 00:00:00",6312.83
"2018-08-13 00:00:00",6252.37
"2018-08-14 00:00:00",6192.31
"2018-08-15 00:00:00",6270.04
"2018-08-16 00:00:00",6314.24
"2018-08-17 00:00:00",6583.24
"2018-08-18 00:00:00",6395.35
"2018-08-19 00:00:00",6485.75
"2018-08-20 00:00:00",6256.61
"2018-08-21 00:00:00",6477.38
"2018-08-22 00:00:00",6357.59
"2018-08-23 00:00:00",6525.61
"2018-08-24 00:00:00",6692.62
"2018-08-25 00:00:00",6732.5
"2018-08-26 00:00:00",6707.63
"2018-08-27 00:00:00",6907.66
"2018-08-28 00:00:00",7076.74
"2018-08-29 00:00:00",7035.81
"2018-08-30 00:00:00",6982.4
"2018-08-31 00:00:00",7013.97
"2018-09-01 00:00:00",7192.3
"2018-09-02 00:00:00",7295.13
"2018-09-03 00:00:00",7261.49
"2018-09-04 00:00:00",7358.5
"2018-09-05 00:00:00",6687.01
"2018-09-06 00:00:00",6498.62
"2018-09-07 00:00:00",6396.27
"2018-09-08 00:00:00",6183.38
"2018-09-09 00:00:00",6238.54
"2018-09-10 00:00:00",6305.57
"2018-09-11 00:00:00",6282.92
"2018-09-12 00:00:00",6328.93
"2018-09-13 00:00:00",6486.62
"2018-09-14 00:00:00",6492.37
"2018-09-15 00:00:00",6515.9
"2018-09-16 00:00:00",6497.37
"2018-09-17 00:00:00",6251.16
"2018-09-18 00:00:00",6334.2
"2018-09-19 00:00:00",6388.98
"2018-09-20 00:00:00",6491.64
"2018-09-21 00:00:00",6753.18
"2018-09-22 00:00:00",6712.17
"2018-09-23 00:00:00",6701.3
"2018-09-24 00:00:00",6581.51
"2018-09-25 00:00:00",6434.65
"2018-09-26 00:00:00",6458.65
"2018-09-27 00:00:00",6684.13
"2018-09-28 00:00:00",6621.66
"2018-09-29 00:00:00",6583.77
"2018-09-30 00:00:00",6606.08
"2018-10-01 00:00:00",6578.79
"2018-10-02 00:00:00",6506.66
"2018-10-03 00:00:00",6470.71
"2018-10-04 00:00:00",6555.87
"2018-10-05 00:00:00",6589.4
"2018-10-06 00:00:00",6563.42
"2018-10-07 00:00:00",6582.4
"2018-10-08 00:00:00",6622.4
"2018-10-09 00:00:00",6606.88
"2018-10-10 00:00:00",6550.73
"2018-10-11 00:00:00",6177.23
"2018-10-12 00:00:00",6211.67
"2018-10-13 00:00:00",6227.51
"2018-10-14 00:00:00",6222.21
"2018-10-15 00:00:00",6513.38
"2018-10-16 00:00:00",6531.36
"2018-10-17 00:00:00",6514.64
"2018-10-18 00:00:00",6450.78
"2018-10-19 00:00:00",6418.85
"2018-10-20 00:00:00",6455.48
"2018-10-21 00:00:00",6453.82
"2018-10-22 00:00:00",6448.1
"2018-10-23 00:00:00",6434.25
"2018-10-24 00:00:00",6450.31
"2018-10-25 00:00:00",6427.4
"2018-10-26 00:00:00",6436.97
"2018-10-27 00:00:00",6431.09
"2018-10-28 16:26:00",6419.17

"This data was produced from the CoinDesk price page."
http://www.coindesk.com/price/
